zcrtname,zstate1,zcity3
China,chongqing,dengta
China,fujian,lingchuanzhen
China,gansu,chengjiaoxiang
China,liaoning,dayingzi
China,hebei,yehuguaixiang
China,inner mongolia,heilaoyao
China,hunan,zhongxiaxiang
China,shaanxi,xiangongzhen
China,hebei,zhaodianzizhen
Unknown,Unknown,Gyegu
China,guangdong,tongmenzhen
China,Shandong,Huang Xian
China,guangdong,chengbei township
China,jiangsu,qidongcun
China,liaoning,tangshenmiaozhen
China,henan,zhouyingxiang
China,sichuan,fulinxiang
China,Hebei,Matou
China,Jilin,Wangou
China,guangxi zhuang,luoxizhen
China,shanxi,huhuixiang
China,shanxi,xiaxian county
China,guangxi zhuang,nanchang
China,sichuan,deshizhen
China,jilin,erdao
China,Gansu,Longshanxiang
Unknown,Unknown,Zhangjiayingzi
China,hunan,haozigangzhen
Unknown,Zhejiang,Wenxizhen
China,henan,liudianjixiang
China,hebei,dongfangcheng
China,shandong,anlezhen
China,zhejiang,chencai
Unknown,Guangxi Zhuang,Chengxiang
China,Zhejiang,Quxizhen
China,shaanxi,huangling county
China,qinghai,heimahexiang
China,sichuan,nixizhen
Unknown,Fujian,Youxi Xian
China,guangdong,nanao xian
China,chongqing,canggouxiang
Unknown,Yunnan,Longquanzhen
China,Xinjiang Uygur,Bachuzhen
China,guangdong,songyuanzhen
China,zhejiang,jiangzhong
China,jiangsu,gusangxiang
China,liaoning,digou
Unknown,Hainan,Lingao Xian
China,chongqing,xinshengzhen tongnan
China,hunan,baiyuxiang
China,shaanxi,guanyinzhen
China,fujian,helongxiang
China,gansu,hepingxiang dingxi
China,guizhou,ganda
China,Hebei,Gaoyi
Unknown,Guangxi Zhuang,Wuxuanzhen
Unknown,Tianjin,Geguzhen
China,sichuan,yunlongzhen ziyang
China,liaoning,jiucaigouxiang
China,fujian,pingxixiang
Unknown,Henan,Lushan Xian
China,sichuan,qiluogouxiang
China,sichuan,xurixiang
China,guizhou,muhuaxiang
China,chongqing,baizizhen
China,sichuan,caihaxiang
China,sichuan,hepingxiang xinlong
China,shaanxi,guapozhen
China,shaanxi,sandaogouzhen
China,inner mongolia,wulanshibataixiang
China,jiangxi,chuantanzhen
China,Sichuan,Huili
China,jiangxi,huanggang
China,guizhou,kelouxiang
China,henan,zhongfengxiang
China,liaoning,gulou
China,sichuan,bi\u0027an
China,tianjin,luanxian county
China,gansu,dianga
China,liaoning,lueshun
China,heilongjiang,dahuang
China,jiangxi,houcunxiang
China,shaanxi,xinminzhen xianyang
China,Guangdong,Luoyang
China,jiangxi,binjiangzhen
China,hebei,jianfangxiang
Unknown,Liaoning,Lushun
China,xinjiang uygur,wuwuxinzhen
China,anhui,huoshan county
China,guizhou,pu an xian
China,shaanxi,xiaoyangzhen
China,gansu,langmusi
China,zhejiang,shifanxiang
China,chongqing,jianshanzhen
China,hebei,weidu
Unknown,Henan,Ningling
China,sichuan,fuxingxiang nanchong
China,sichuan,xian
China,fujian,donghanzhen
China,xinjiang uygur,kalatalezhen
China,liaoning,taoranxiang
China,anhui,ningdunzhen
China,inner mongolia,donggouzi
China,liaoning,qingchengzizhen
China,sichuan,jiang\u0027an xian
China,guizhou,yandongzhen
Unknown,Jiangsu,Shanggangzhen
Unknown,Hebei,Renchengzhen
China,guizhou,hualexiang
Unknown,Liaoning,Xiliuzhen
China,hunan,banlishuxiang
China,qinghai,balongxiang
Unknown,Guangdong,Tianqian
China,hunan,heshixiang
China,henan,linqixiang
China,gansu,liangjiadunzhen
China,hunan,xingningzhen
China,sichuan,shixizhen
China,guizhou,jingnanzhen
China,liaoning,tangchizhen dandong
China,Qinghai,Yaluhu
China,zhejiang,zhugezhen
China,henan,guhuai
China,jilin,heigangzi
China,sichuan,naitangba
China,sichuan,wenjingjiangzhen
China,guangxi zhuang,wucunxiang
China,Jilin,Quanyangzhen
China,hebei,sujiawazhen
China,heilongjiang,ang\u0027angxi
China,xinjiang uygur,kalayagaqixiang
China,sichuan,zhangjiaxiang dazhou
China,hunan,furongxiang
China,guangdong,longmeicun
China,shaanxi,puhuazhen
China,chongqing,xiaomianzhen
China,henan,jiyangzhen
China,chongqing,zhongxin
China,jiangxi,tiancunzhen
China,gansu,dianbaxiang
China,Henan,Xixiangzhen
China,jiangxi,fengtianzhen
China,qinghai,nianbai
China,shaanxi,shuangshipu
China,sichuan,zhusangxiang
China,zhejiang,lepingxiang
China,guangdong,bafangcun
China,sichuan,rongmudaxiang
China,hubei,jiahezhen
China,sichuan,ganzixiang
China,heilongjiang,hongxingxiang qiqihar
China,anhui,laokouxiang
China,heilongjiang,ang angxi
China,chongqing,hebaozhen
China,sichuan,longxixiang ngawa
China,hunan,dongkou county
China,sichuan,shinianzhen
China,shandong,lijiazhuang
China,guizhou,taojiangxiang
China,jiangxi,xinchengzhen jian
China,gansu,pengyang county
China,yunnan,hongqiaoxiang
China,guangdong,heanzhen
China,hunan,shuzipuxiang
China,shanxi,leijiaqixiang
China,sichuan,xinshanxiang liangshan
China,sichuan,minshengzhen
China,anhui,miaoqianzhen
China,jiangxi,dongguan
China,zhejiang,huangdianzhen
China,sichuan,longquanxiang dazhou
China,shaanxi,gushanzhen
China,shaanxi,daijiabazhen
China,anhui,taicizhen
China,anhui,yueshanzhen
China,hebei,kuancheng manzu zizhixian
China,guangxi zhuang,limuzhen wuzhou
China,hunan,tongchexiang
China,jiangsu,dongying
China,hubei,qinji
China,hunan,gantangzhen huaihua
China,hubei,jiannanzhen
China,shanxi,shouluxiang
China,sichuan,dongxihexiang
China,guizhou,hekouxiang qiandongnan
China,hebei,baodi district
China,inner mongolia,jaramtai
China,tibet,baqen
China,zhejiang,dayuanzhen lishui
China,jiangxi,hetuanxiang
China,henan,zhifangxiang luoyang
China,anhui,jiangzhenzhen
China,hunan,tongjinpuzhen
China,guangxi zhuang,shiwozhen
China,sichuan,dusongxiang
China,guizhou,jiarongzhen
China,anhui,jinshexiang
China,liaoning,chengdongxiang
China,fujian,lanxizhen
China,hunan,minlezhen
China,guangxi zhuang,xinjiaxiang
China,shaanxi,zhangbaxiang
China,sichuan,zhangwangxiang cangxi
China,liaoning,jinchang
China,jiangxi,zixi xian
China,guizhou,jiangdongxiang
China,jiangxi,zhangtangxiang
China,anhui,fangtangxiang
China,guangdong,xinanzhen shanwei
China,sichuan,renyixiang yaan
China,hainan,lingshui
China,jiangxi,kongtianzhen
China,hunan,jiangkouxiang huaihua
China,xinjiang uygur,ruokeyaxiang
China,sichuan,danlinxiang
China,guangdong,shangjuzhen
China,sichuan,kongquexiang nanchong
China,sichuan,meigu xian
China,shanxi,dingjiayaoxiang
China,guizhou,bainaxiang
China,hebei,xiliuxiang
China,chongqing,shitanzhen banan
China,anhui,shibazhen
China,chongqing,shizhizhen
China,jiangxi,nanlingxiang
China,sichuan,baimiaoxiang
China,sichuan,hejiazhen
China,sichuan,pujiang county
China,henan,hongmiaozhen
China,jilin,gaojiadianzhen
China,jiangsu,lijiazhuang
China,hunan,ketouxiang
China,heilongjiang,jinshaxiang
China,heilongjiang,liumaoxiang mishan
China,sichuan,chituxiang
China,jiangsu,weiqiaoxiang
China,hebei,gehetouxiang
China,gansu,xianglianxiang
China,sichuan,baoxing xian
China,sichuan,yuxiuxiang
China,sichuan,yulongxiang garze
China,gansu,gaobazhen
China,fujian,mapuxiang
China,chongqing,gaotianxiang
China,hunan,guluoshanxiang
China,chongqing,lirenxiang
China,sichuan,hongyuan xian
China,jiangsu,haibei
China,zhejiang,wanshanxiang
China,sichuan,bajiuxiang
China,heilongjiang,yilongzhen
China,liaoning,yangshuwanzixiang
China,gansu,jiachuanxiang
China,anhui,zhangdianzhen
China,gansu,wumaxiang
China,jiangxi,yeshixiang
China,qinghai,qinghaihuxiang
China,guangdong,zhuanshuizhen
China,hunan,caoping
China,anhui,hanbaiduzhen
China,guizhou,yanzikouzhen
China,gansu,disanpuxiang
China,guizhou,agaxiang
China,shandong,damatouzhen
China,anhui,fulingzhen
China,jiangsu,chenwuzhen
China,jiangsu,chenxicun
China,hunan,daqiaojiangxiang
China,heilongjiang,wangyangxiang
China,guangxi zhuang,wenlizhen
China,sichuan,jiulizhen
China,guangdong,tanzhou
China,hunan,nijiangpingxiang
China,henan,fancunxiang luoyang
China,gansu,xinsixiang
China,tianjin,xinglong xian
China,qinghai,dacaixiang
China,sichuan,fenbixiang
China,sichuan,lailongxiang
China,hunan,xiaojiaqiaoxiang
China,sichuan,yongxingzhen yanbian
China,anhui,miaoshouzhen
China,guizhou,miluoxiang
China,shandong,yinmaxiang
China,sichuan,heyexiang
China,anhui,zhongguanxiang
China,hebei,loudi
China,sichuan,sigongxiang
China,sichuan,tumenzhen deyang
China,hunan,bojixiang
China,liaoning,dayingzhen
China,jiangxi,chexixiang
China,shaanxi,wujiazhuangzhen
China,fujian,dayuanxiang
China,sichuan,xiadongxiang
China,hunan,dongyueguanzhen
China,guangxi zhuang,kaishanzhen
China,shandong,tancheng
China,guizhou,xindianxiang qianxinan
China,zhejiang,jiufengxiang
China,sichuan,zeyuexiang
China,guizhou,tuxizhen
China,jilin,dongguangzhen
China,sichuan,xinlinzhen
China,chongqing,shilongxiang wanzhou
China,guangxi zhuang,rong an xian
China,sichuan,qingpianxiang
China,sichuan,xujiazhen mianyang
China,sichuan,luoshanxixiang
China,zhejiang,jinmen
China,sichuan,tushanxiang
China,gansu,tongwei xian
China,hunan,shiqiaoxiang
China,hunan,shigaoxiang
China,anhui,erlangzhen
China,guizhou,xinhuaxiang liupanshui
China,guangxi zhuang,liangzhaixiang
China,anhui,shichengxiang
China,guangxi zhuang,xianhuixiang
China,hubei,jiazhuyuanzhen
China,jiangxi,yangexiang
China,heilongjiang,fushun
China,hunan,dongsheng
China,heilongjiang,duobaoshan
China,shaanxi,guangming
China,sichuan,heilongzhen
China,shandong,bianxianwang
China,chongqing,peishixiang
China,hunan,wujiangxiang
China,hunan,baimangyingzhen
China,guizhou,muyinxiang
China,zhejiang,fengwenxiang
China,jiangsu,sanhezhen huai an
China,shaanxi,lijiachazhen
China,jilin,guangmingxiang songyuan
China,guizhou,hongshuixiang
China,shaanxi,qingyangyi
China,sichuan,pailaizhen
China,shaanxi,runzhen
China,liaoning,dawujiazizhen
China,xinjiang uygur,nawaxiang
China,shanghai,changzheng nongchang
China,guizhou,huajiangzhen
China,guizhou,pupingzhen
China,heilongjiang,tongnanzhen
China,sichuan,shenhexiang
China,guangxi zhuang,libuzhen
China,sichuan,xiejiazhen
China,tianjin,baimiao
China,shanghai,jiangnong
China,shaanxi,hanshanzhen
China,xinjiang uygur,aga\u0027ersenxiang
China,jilin,shuizizhen
China,sichuan,fenglingxiang
China,jiangsu,liaoyuan
China,sichuan,yanglingzhen
China,guangdong,xiamaozhen
China,fujian,laifangxiang
China,jiangxi,gaoqiaolouzhen
China,sichuan,fuxinzhen
China,liaoning,shuangtazhen
China,fujian,shuibeijiezhen
China,shanxi,guanghuaxiang
China,fujian,bandoucun
China,shaanxi,nandalixiang
China,jiangsu,huolongzhen
China,guizhou,dashuixiang
China,sichuan,quejiazhen
China,qinghai,quankouzhen
China,shanxi,muguahui
China,sichuan,longwangzhen guangyuan
China,ningxia hui,qujingzhen
China,hubei,dandianzhen
China,jiangxi,dagangzhen fuzhou
China,shaanxi,qiaohechaxiang
China,beijing,daanshanxiang
China,shanxi,shunhuixiang
China,hunan,longjiabaoxiang
China,jiangxi,henglishanxiang
China,jiangsu,dongcheng
China,guangdong,jueshanzhen
China,hunan,hongyuan
China,sichuan,pingbianxiang
China,sichuan,baizhangzhen
China,jiangsu,chunfeng
China,fujian,anmin
China,shandong,pingyizhen
China,guangxi zhuang,dadecun
China,hubei,zhengjizhen
China,henan,xiangtan
China,guangdong,huanghuaizhen
China,beijing,cijiawu
China,ningxia hui,huoshizhaixiang
China,sichuan,jixianxiang
China,fujian,nanancun
China,hebei,yingshouyingzi mining district
China,guizhou,zhongbazhen
China,sichuan,wangjiangxiang
China,guangxi zhuang,cenfeng
China,hunan,jinxixiang
China,jiangxi,longgouxiang
China,chongqing,guangpuzhen
China,hubei,chendianzhen
China,liaoning,chengjiaoxiang suizhong
China,hunan,luoqiaozhen
China,guizhou,yuancunxiang
China,guizhou,heishuixiang
China,gansu,hepingzhen wuwei
China,liaoning,xinnongxiang
China,zhejiang,panjia
China,henan,chengou
China,anhui,huajizhen
China,guangdong,heshuizhen maoming
China,hunan,xiadong
China,hunan,liangchaxiang
China,chongqing,daluzhen
China,hunan,wawutangxiang
China,tibet,layu
China,sichuan,xigaozhen
China,jiangxi,shuanglinzhen
China,hubei,changyang tujiazu zizhixian
China,jilin,changjia
China,guizhou,yangwuxiang anshun
China,hebei,gaoshanbaoxiang
China,fujian,yanxizhen
China,sichuan,zhengzizhen
China,zhejiang,xiaocaoezhen
China,zhejiang,chengqiao
China,anhui,shantou
China,xinjiang uygur,ruoqiangzhen
China,shaanxi,majiezhen
China,xinjiang uygur,yushugouzhen
China,hubei,ma anshan
China,jiangxi,chianzhen
China,anhui,haiyangzhen
China,guizhou,bagao
China,shaanxi,langao xian
China,xinjiang uygur,qingshuihe
China,guangdong,yuntanzhen
China,inner mongolia,xigoumenxiang
China,sichuan,dongshanxiang bazhong
China,shandong,wanggaopuzhen
China,qinghai,chengguanzhen datong
China,guizhou,jiujiangxiang
China,sichuan,wangsizhen
China,guizhou,tuchangzhen
China,sichuan,sanhexiang dazhou
China,fujian,batian
China,jiangxi,tongshanxiang
China,fujian,wucixiang
China,henan,nanzhuangzhen
China,zhejiang,daqiaotouxiang
China,sichuan,shuangbeixiang
China,hunan,jiuxixiang
China,hunan,shuilingxiang
China,guizhou,dahexiang
China,zhejiang,yafanzhen
China,fujian,yunling
China,hunan,luyuan
China,beijing,wangpingzhen
China,hunan,meipingxiang
China,sichuan,yidaxiang
China,jilin,yuminxiang
China,gansu,jiangluozhen
China,fujian,banjing
China,hunan,pantangzhen
China,guangxi zhuang,darong
China,jiangsu,dengta
China,jiangsu,guanjia
China,guizhou,baijinzhen
China,sichuan,jinchengxiang
China,hunan,chengjiaoxiang yongxing
China,hebei,feicheng
China,shanghai,beigong
China,hebei,qijiadaixiang
China,shaanxi,bamiaozhen
China,fujian,chizhoucun
China,henan,heshunzhen
China,henan,zhoutangzhen
China,fujian,wuquzhen
China,shaanxi,xuejiahezhen
China,heilongjiang,xiaoguang
China,jiangsu,nanhu
China,sichuan,guanfengxiang
China,zhejiang,zhengzhaizhen
China,guizhou,poduzhen
China,sichuan,luogexiang suining
China,hebei,taizijingxiang
China,guangxi zhuang,bojiacun
China,sichuan,housuoxiang
China,guizhou,kaitangxiang
China,guangdong,jiaxizhen
China,hunan,dajingzhen
China,zhejiang,maoyangxiang ningbo
China,jiangxi,gangkouzhen shangrao
China,fujian,liuyangcun
China,sichuan,yangmuzhen
China,guangxi zhuang,qiexuexiang
China,zhejiang,chunhuzhen
China,jiangxi,hengling
China,guangdong,gantangzhen
China,chongqing,xinminzhen dianjiang
China,shanxi,songyanzhen
China,shanghai,xinyu
China,zhejiang,anmincun
China,shaanxi,yanchixiang
China,hebei,dashuiquanxiang
China,guizhou,wuchuan gelaozu miaozu zizhixian
China,fujian,guleizhen
China,hubei,dalian
China,guizhou,tupingzhen
China,liaoning,lihuayu
China,chongqing,shuanghexiang chengkou
China,hunan,hexing
China,liaoning,gaojia
China,ningxia hui,hongsibu qu
China,jilin,erdaodianzizhen
China,heilongjiang,xinshengxiang qiqihar
China,shanxi,duohuoxiang
China,chongqing,fenhezhen
China,guangdong,keluzhen
China,sichuan,jinchengzhen leibo
China,zhejiang,beimen
China,henan,zhanglinxiang
China,zhejiang,daijia
China,guizhou,houpingxiang
China,sichuan,chitang
China,guangdong,taipingzhen yangshan
China,gansu,chunrongxiang
China,guizhou,dengxi
China,sichuan,wenshengxiang suining
China,hebei,aoniugou
China,shaanxi,linyou xian
China,guizhou,longquanxiang
China,sichuan,renhezhen suining
China,shanxi,bojizhang
China,jiangxi,gaopaixiang
China,yunnan,fengkexiang
China,heilongjiang,tongjiangxiang
China,chongqing,dashuzhen
China,jiangsu,chaohuang
China,jiangsu,daxi
China,beijing,baoshui
China,fujian,siqianxiang
China,qinghai,ningmutexiang
China,guizhou,malingzhen
China,jilin,jingshanzhen
China,anhui,jiashanxiang
China,guangxi zhuang,bayantun
China,hunan,youxixiang
China,shanxi,zhouzhi county
China,sichuan,fujiaxiang
China,hebei,baizhaixiang
China,sichuan,xinshi
China,guangxi zhuang,dapowaizhen
China,shanxi,weijiatanzhen
China,sichuan,fuhuzhen
China,sichuan,luding xian
China,sichuan,dazhaixiang luzhou
China,fujian,suixizhen
China,sichuan,xiaojiexiang
China,guizhou,dayouxiang
China,shanghai,panqiao
China,beijing,wangxinzhuangzhen
China,jiangxi,chongxianxiang xingguo
China,guangdong,qidong
China,shaanxi,lianshuizhen
China,sichuan,baimiaozhen guang\u0027an
China,guizhou,weishexiang
China,hunan,anshun
China,yunnan,dapingzhen
China,jiangxi,kenglin
China,hunan,zhupingpuxiang
China,sichuan,luojiapingxiang
China,gansu,laojunpoxiang
China,fujian,zhangshucun
China,zhejiang,changlu
China,sichuan,pengnanzhen
China,shaanxi,zhangjiashanzhen
China,hunan,baijiapingzhen
China,gansu,aksai hasakezu zizhixian
China,fujian,baidu
China,sichuan,laiyixiang
China,hubei,taogangzhen
China,guizhou,mayizhen
China,yunnan,taiyixiang
China,hubei,jiekou
China,fujian,taiyuancun
China,zhejiang,dongxi
China,jiangxi,zixiaozhen
China,guizhou,baitai
China,heilongjiang,mingyixiang
China,shandong,zhengyingxiang
China,sichuan,qiaolouxiang guangyuan
China,yunnan,shujuxiang
China,shaanxi,shaheyingzhen
China,jiangsu,huaqiao
China,fujian,linjiangzhen nanping
China,guangxi zhuang,buquanxiang
China,henan,fenshuitingzhen
China,anhui,chenjiaying
China,inner mongolia,guantunbaoxiang
China,guangdong,donghuazhen
China,zhejiang,yingqianxiang
China,sichuan,shangdukexiang
China,gansu,xiashuangxiang
China,henan,beiyezhen
China,inner mongolia,nalinxiang
China,guizhou,mengxizhen
China,guangdong,xiaopu
China,liaoning,qingshangouzhen
China,chongqing,baiqiaoxiang
China,guangxi zhuang,baotucun
China,hainan,nanyangcun
China,jilin,daxinggouzhen
China,sichuan,jinquanxiang
China,anhui,zhangshanxiang
China,anhui,dongxiazhen
China,inner mongolia,shandaizhen
China,shanxi,kaishanzhen
China,hebei,banshan
China,hunan,lichanggangxiang
China,sichuan,zitongzhen
China,jilin,tiandexiang
China,shandong,zangnanzhen
China,tibet,duqiong town
China,hebei,wentang
China,guangdong,jinshi
China,chongqing,honghu
China,henan,xiangyun
China,inner mongolia,darhan muminggan united banner
China,hebei,nanqiao
China,henan,yangang
China,shanghai,huangdu town
China,jiangxi,xinxian
China,sichuan,dingyuan township
China,yunnan,linkou
China,tibet,moincêr
China,zhejiang,nanxiang
China,jiangsu,xingfu
China,guizhou,honglin
China,fujian,maping
China,guangdong,qujie
China,shanxi,suzhuang township
China,guangxi zhuang,tongmu
China,guizhou,qimo
China,guangdong,xi an town
China,guangdong,bibei
China,shanghai,gaohang town
China,zhejiang,jianqiao neighborhood
China,jiangsu,baguazhou
China,gansu,maguan
China,hubei,shanyang county
China,hubei,huangjiakou
China,anhui,tianji
China,shanghai,kunshan
China,tibet,zito
China,hunan,taokeng
China,hunan,datongqiao
China,Jilin,Dashitou
Unknown,Shanxi,Ximing
Unknown,Hunan,Anjiangzhen
Unknown,Henan,Xiaoyaozhen
Unknown,Heilongjiang,Hulan Ergi
Unknown,Anhui,Jingde
China,sichuan,xiaoheiqingxiang
Unknown,Sichuan,Dujiangyan Shi
Unknown,Henan,Linying Xian
Unknown,Qinghai,Maqen
Unknown,Shanxi,Jingle Xian
Unknown,Henan,Yangwu
Unknown,Shandong,Liangbaosi
Unknown,Hunan,Meitanbazhen
China,Guangdong,Guanghai
Unknown,Henan,Xingyang
China,sichuan,yandianzhen
Unknown,Sichuan,Sanduizhen
Unknown,Fujian,Xiapu
Unknown,Hebei,Cizhou
China,Jiangsu,Meishan
China,sichuan,tiantaishanzhen
China,Liaoning,Zaohua
China,Anhui,Fanchang
China,Unknown,Donfang
China,chongqing,tongliang xian
China,henan,xun xian chengguanzhen
China,liaoning,liangshanzhen
China,sichuan,zongmaixiang
China,No Data,ligouyi
China,hubei,huangmei
China,chongqing,banzhu
China,shaanxi,yichuan county
China,guangxi zhuang,badian
China,heilongjiang,tongbei
China,hunan,hongjiaguanxiang
China,gansu,hezheng county
China,jiangxi,wannian county
China,shaanxi,hanchengqu
China,henan,liushan
China,zhejiang,huanghuazhen
China,liaoning,wangbaoyingzixiang
China,qinghai,luhuaxiang
China,No Data,otog qi
China,hunan,jiangyong xian
China,jiangxi,aolixiang
China,sichuan,banyouxiang
China,guangdong,houzhai
China,shaanxi,chewuzhen
China,jiangxi,longxiaxiang
China,heilongjiang,shalanzhen
China,xinjiang uygur,ÃÂ¼rÃÂ¼mqi county
China,shanxi,jindianzhen
China,guangxi zhuang,sanshizhen
China,anhui,chenducun
China,hunan,dahepingxiang
China,guangxi zhuang,yangjiang
China,shanxi,yangqianhexiang
China,heilongjiang,longquanzhen harbin
China,anhui,baishenmiaozhen
China,jilin,yaotuozixiang
China,fujian,huotianzhen
China,qinghai,chengtaixiang
China,sichuan,laimouzhen
China,sichuan,taixiaxiang
China,sichuan,laochangxiang
China,hunan,xiaoshajiangzhen
China,sichuan,erexiang
China,guizhou,liangwangxiang
China,tibet,zayA county
China,gansu,xiyangxiang
China,shanxi,qianchuanxiang
China,anhui,taoxizhen
China,chongqing,zoumazhen wanzhou
China,hunan,pingkouzhen
China,hunan,yintianzhen xiangtan
China,shaanxi,anbianzhen
China,sichuan,daxingxiang mianyang
China,sichuan,xishenxiang
China,jiangxi,sanlongzhen
China,hubei,zhakouzhen
China,guangdong,xi an
China,hainan,dongguang
China,guizhou,fuchuxiang
China,sichuan,gemuxiang
