cityname,cityshortname,citypinyin,cityshortpinyin,cityareaname,cityareashortname,provincename,provinceshortname
天山区,天山,tianshanqu,tianshan,乌鲁木齐市,乌鲁木齐市,新疆,新疆
石鼓区,石鼓,shiguqu,shigu,衡阳市,衡阳市,湖南,湖南
青山区,青山,qingshanqu,qingshan,包头市,包头市,内蒙古,内蒙古
安源区,安源,anyuanqu,anyuan,萍乡市,萍乡市,江西,江西
五大连池,五大连池,wudalianchi,wudalianchi,黑河市,黑河市,黑龙江,黑龙江
青山区,青山,qingshanqu,qingshan,武汉市,武汉市,湖北,湖北
乌什县,乌什,wushixian,wushi,阿克苏地区,阿克苏,新疆,新疆
红岗区,红岗,honggangqu,honggang,大庆市,大庆市,黑龙江,黑龙江
平远县,平远,pingyuanxian,pingyuan,梅州市,梅州市,广东,广东
市南区,市南,shinanqu,shinan,青岛市,青岛市,山东,山东
鹤峰县,鹤峰,hefengxian,hefeng,恩施土家族苗族自治州,恩施土家族苗族自治州,湖北,湖北
波密县,波密,bomixian,bomi,林芝市,林芝市,西藏,西藏
滨海县,滨海,binhaixian,binhai,盐城市,盐城市,江苏,江苏
津南区,津南,jinnanqu,jinnan,天津市,天津市,天津,天津
尖山区,尖山,jianshanqu,jianshan,双鸭山市,双鸭山市,黑龙江,黑龙江
通榆县,通榆,tongyuxian,tongyu,白城市,白城市,吉林,吉林
扬中市,扬中,yangzhongshi,yangzhong,镇江市,镇江市,江苏,江苏
得荣县,得荣,derongxian,derong,甘孜藏族自治州,甘孜藏族自治州,四川,四川
东方市,东方,dongfangshi,dongfang,东方市,东方市,海南,海南
站前区,站前,zhanqianqu,zhanqian,营口市,营口市,辽宁,辽宁
虎林市,虎林,hulinshi,hulin,鸡西市,鸡西市,黑龙江,黑龙江
西岗区,西岗,xigangqu,xigang,大连市,大连市,辽宁,辽宁
九龙坡区,九龙坡,jiulongpoqu,jiulongpo,重庆市,重庆市,重庆,重庆
阿瓦提县,阿瓦提,awatixian,awati,阿克苏地区,阿克苏,新疆,新疆
同德县,同德,tongdexian,tongde,海南藏族自治州,海南藏族自治州,青海,青海
疏勒县,疏勒,shulexian,shule,喀什地区,喀什,新疆,新疆
杭锦旗,杭锦旗,hangjinqi,hangjinqi,鄂尔多斯市,鄂尔多斯市,内蒙古,内蒙古
阿鲁科尔沁旗,阿鲁科尔沁旗,alukeerqinqi,alukeerqinqi,赤峰市,赤峰市,内蒙古,内蒙古
都兰县,都兰,doulanxian,doulan,海西蒙古族藏族自治州,海西蒙古族藏族自治州,青海,青海
伽师县,伽师,gashixian,gashi,喀什地区,喀什,新疆,新疆
察雅县,察雅,chayaxian,chaya,昌都市,昌都市,西藏,西藏
阿拉善左旗,阿拉善左旗,alashanzuoqi,alashanzuoqi,阿拉善盟,阿拉善盟,内蒙古,内蒙古
巴林右旗,巴林右旗,balinyouqi,balinyouqi,赤峰市,赤峰市,内蒙古,内蒙古
陈巴尔虎旗,陈巴尔虎旗,chenbaerhuqi,chenbaerhuqi,呼伦贝尔市,呼伦贝尔市,内蒙古,内蒙古
新巴尔虎左旗,新巴尔虎左旗,xinbaerhuzuoqi,xinbaerhuzuoqi,呼伦贝尔市,呼伦贝尔市,内蒙古,内蒙古
苏尼特右旗,苏尼特右旗,suniteyouqi,suniteyouqi,锡林郭勒盟,锡林郭勒盟,内蒙古,内蒙古
鄂温克族自治旗,鄂温克族自治旗,ewenkezuzizhiqi,ewenkezuzizhiqi,呼伦贝尔市,呼伦贝尔市,内蒙古,内蒙古
湟源县,湟源,huangyuanxian,huangyuan,西宁市,西宁市,青海,青海
岳普湖县,岳普湖,yuepuhuxian,yuepuhu,喀什地区,喀什,新疆,新疆
乌拉特后旗,乌拉特后旗,wulatehouqi,wulatehouqi,巴彦淖尔市,巴彦淖尔市,内蒙古,内蒙古
乌恰县,乌恰,wuqiaxian,wuqia,克孜勒苏柯尔克孜自治州,克孜勒苏柯尔克孜自治州,新疆,新疆
乌达区,乌达,wudaqu,wuda,"乌海市 ","乌海市 ",内蒙古,内蒙古
海南区,海南,hainanqu,hainan,乌海市,乌海市,内蒙古,内蒙古
察哈尔右翼中旗,察哈尔右翼中旗,chahaeryouyizhongqi,chahaeryouyizhongqi,乌兰察布市,乌兰察布市,内蒙古,内蒙古
瑞金市,瑞金,ruijinshi,ruijin,赣州市,赣州市,江西,江西
杏花岭区,杏花岭,xinghualingqu,xinghualing,太原市,太原市,山西,山西
灞桥区,灞桥,baqiaoqu,baqiao,西安市,西安市,陕西,陕西
桑日县,桑日,sangrixian,sangri,山南市,山南市,西藏,西藏
屏边苗族自治县,屏边苗族,pingbianmiaozuzizhixian,pingbianmiaozu,红河哈尼族彝族自治州,红河哈尼族彝族自治州,云南,云南
开县,开县,kaixian,kaixian,重庆市,重庆市,重庆,重庆
石拐区,石拐,shiguaiqu,shiguai,包头市,包头市,内蒙古,内蒙古
黄龙县,黄龙,huanglongxian,huanglong,延安市,延安市,陕西,陕西
定边县,定边,dingbianxian,dingbian,榆林市,榆林市,陕西,陕西
高港区,高港,gaogangqu,gaogang,泰州市,泰州市,江苏,江苏
溧水区,溧水,lishuixian,lishui,南京市,南京市,江苏,江苏
土默特左旗,土默特左旗,tumotezuoqi,tumotezuoqi,呼和浩特市,呼和浩特市,内蒙古,内蒙古
达拉特旗,达拉特旗,dalateqi,dalateqi,鄂尔多斯市,鄂尔多斯市,内蒙古,内蒙古
崇礼区,崇礼,chonglixian,chongli,张家口市,张家口市,河北,河北
江北区,江北,jiangbeiqu,jiangbei,宁波市,宁波市,浙江,浙江
蓬江区,蓬江,pengjiangqu,pengjiang,江门市,江门市,广东,广东
三元区,三元,sanyuanqu,sanyuan,三明市,三明市,福建,福建
涵江区,涵江,hanjiangqu,hanjiang,莆田市,莆田市,福建,福建
孝昌县,孝昌,xiaochangxian,xiaochang,孝感市,孝感市,湖北,湖北
雁峰区,雁峰,yanfengqu,yanfeng,衡阳市,衡阳市,湖南,湖南
金山屯区,金山屯,jinshantunqu,jinshantun,伊春市,伊春市,黑龙江,黑龙江
新河县,新河,xinhexian,xinhe,邢台市,邢台市,河北,河北
常山县,常山,changshanxian,changshan,衢州市,衢州市,浙江,浙江
临海市,临海,linhaishi,linhai,台州市,台州市,浙江,浙江
泸西县,泸西,luxixian,luxi,红河哈尼族彝族自治州,红河哈尼族彝族自治州,云南,云南
平鲁区,平鲁,pingluqu,pinglu,朔州市,朔州市,山西,山西
吉州区,吉州,jizhouqu,jizhou,吉安市,吉安市,江西,江西
察哈尔右翼后旗,察哈尔右翼后旗,chahaeryouyihouqi,chahaeryouyihouqi,乌兰察布市,乌兰察布市,内蒙古,内蒙古
汤阴县,汤阴,tangyinxian,tangyin,安阳市,安阳市,河南,河南
柯城区,柯城,kechengqu,kecheng,衢州市,衢州市,浙江,浙江
蒲江县,蒲江,pujiangxian,pujiang,成都市,成都市,四川,四川
循化撒拉族自治县,循化撒拉族,xunhuasalazuzizhixian,xunhuasalazu,海东市,海东市,青海,青海
大埔县,大埔,dapuxian,dapu,梅州市,梅州市,广东,广东
桐庐县,桐庐,tongluxian,tonglu,杭州市,杭州市,浙江,浙江
右江区,右江,baisezhen,baisezhen,百色市,百色市,广西,广西
繁峙县,繁峙,fanzhixian,fanzhi,忻州市,忻州市,山西,山西
东西湖区,东西湖,dongxihuqu,dongxihu,武汉市,武汉市,湖北,湖北
吉县,吉县,jixian,jixian,临汾市,临汾市,山西,山西
凉州区,凉州,liangzhouqu,liangzhou,武威市,武威市,甘肃,甘肃
霞浦县,霞浦,xiapuxian,xiapu,宁德市,宁德市,福建,福建
临澧县,临澧,linlixian,linli,常德市,常德市,湖南,湖南
松阳县,松阳,songyangxian,songyang,丽水市,丽水市,浙江,浙江
汇川区,汇川,huichuanqu,huichuan,遵义市,遵义市,贵州,贵州
衡阳县,衡阳,hengyangxian,hengyang,衡阳市,衡阳市,湖南,湖南
岳塘区,岳塘,yuetangqu,yuetang,湘潭市,湘潭市,湖南,湖南
武穴,武穴,wuxue,wuxue,黄冈市,黄冈市,湖北,湖北
达孜县,达孜,dazixian,dazi,拉萨市,拉萨市,西藏,西藏
九原区,九原,jiuyuanqu,jiuyuan,包头市,包头市,内蒙古,内蒙古
平川区,平川,pingchuanqu,pingchuan,白银市,白银市,甘肃,甘肃
伍家岗区,伍家岗,wujiagangqu,wujiagang,宜昌市,宜昌市,湖北,湖北
方正县,方正,fangzhengxian,fangzheng,哈尔滨市,哈尔滨市,黑龙江,黑龙江
丹徒区,丹徒,dantuqu,dantu,镇江市,镇江市,江苏,江苏
志丹县,志丹,zhidanxian,zhidan,延安市,延安市,陕西,陕西
新市区,新市,xinshiqu,xinshi,保定市,保定市,河北,河北
新城区,新城,xinchengqu,xincheng,呼和浩特市,呼和浩特市,内蒙古,内蒙古
镇远县,镇远,zhenyuanxian,zhenyuan,黔东南苗族侗族自治州,黔东南苗族侗族自治州,贵州,贵州
北安市,北安,beianshi,beian,黑河市,黑河市,黑龙江,黑龙江
清水河县,清水河,qingshuihexian,qingshuihe,呼和浩特市,呼和浩特市,内蒙古,内蒙古
永吉县,永吉,yongjixian,yongji,吉林市,吉林市,吉林,吉林
北塘区,北塘,beitangqu,beitang,无锡市,无锡市,江苏,江苏
武强县,武强,wuqiangxian,wuqiang,"衡水市 ","衡水市 ",河北,河北
襄垣县,襄垣,xiangyuanxian,xiangyuan,长治市,长治市,山西,山西
渭城区,渭城,weichengqu,weicheng,咸阳市,咸阳市,陕西,陕西
丰泽区,丰泽,fengzequ,fengze,泉州市,泉州市,福建,福建
荔城区,荔城,lichengqu,licheng,莆田市,莆田市,福建,福建
宁晋县,宁晋,ningjinxian,ningjin,邢台市,邢台市,河北,河北
卫东区,卫东,weidongqu,weidong,平顶山市,平顶山市,河南,河南
漠河县,漠河,mohexian,mohe,大兴安岭地区,大兴安岭,黑龙江,黑龙江
镜湖区,镜湖,jinghuqu,jinghu,芜湖市,芜湖市,安徽,安徽
奎屯市,奎屯,kuitunshi,kuitun,伊犁哈萨克自治州,伊犁哈萨克自治州,新疆,新疆
克山县,克山,keshanxian,keshan,齐齐哈尔市,齐齐哈尔市,黑龙江,黑龙江
鹰手营子矿区,鹰手营子矿,yingshouyingzikuangqu,yingshouyingzikuang,承德市,承德市,河北,河北
叠彩区,叠彩,diecaiqu,diecai,桂林市,桂林市,广西,广西
万全区,万全,wanquanxian,wanquan,张家口市,张家口市,河北,河北
爱民区,爱民,aiminqu,aimin,牡丹江市,牡丹江市,黑龙江,黑龙江
新兴区,新兴,xinxingqu,xinxing,七台河市,七台河市,黑龙江,黑龙江
延吉市,延吉,yanjishi,yanji,延边朝鲜族自治州,延边朝鲜族自治州,吉林,吉林
吴江区,吴江,wujiangqu,wujiang,苏州市,苏州市,江苏,江苏
华阴,华阴,huayin,huayin,渭南市,渭南市,陕西,陕西
广宗县,广宗,guangzongxian,guangzong,邢台市,邢台市,河北,河北
阎良区,阎良,yanliangqu,yanliang,西安市,西安市,陕西,陕西
长宁区,长宁,changningqu,changning,上海市,上海市,上海,上海
东城区,东城,dongchengqu,dongcheng,北京市,北京市,北京,北京
富拉尔基区,富拉尔基,fulaerjiqu,fulaerji,齐齐哈尔市,齐齐哈尔市,黑龙江,黑龙江
花都区,花都,huadouqu,huadou,广州市,广州市,广东,广东
瀍河回族区,瀍河回族,chanhehuizuqu,chanhehuizu,洛阳市,洛阳市,河南,河南
细河区,细河,xihequ,xihe,阜新市,阜新市,辽宁,辽宁
崂山区,崂山,laoshanqu,laoshan,青岛市,青岛市,山东,山东
榆社县,榆社,yushexian,yushe,晋中市,晋中市,山西,山西
头屯河区,头屯河,toutunhequ,toutunhe,乌鲁木齐市,乌鲁木齐市,新疆,新疆
山亭区,山亭,shantingqu,shanting,枣庄市,枣庄市,山东,山东
新巴尔虎右旗,新巴尔虎右旗,xinbaerhuyouqi,xinbaerhuyouqi,呼伦贝尔市,呼伦贝尔市,内蒙古,内蒙古
大同县,大同,datongxian,datong,大同市,大同市,山西,山西
德钦县,德钦,deqinxian,deqin,迪庆藏族自治州,迪庆藏族自治州,云南,云南
博湖县,博湖,bohuxian,bohu,巴音郭楞蒙古自治州,巴音郭楞蒙古自治州,新疆,新疆
东川区,东川,dongchuanqu,dongchuan,"昆明市 ","昆明市 ",云南,云南
西山区,西山,xishanqu,xishan,"昆明市 ","昆明市 ",云南,云南
鄂城区,鄂城,echengqu,echeng,鄂州市,鄂州市,湖北,湖北
呼中区,呼中,huzhongqu,huzhong,大兴安岭地区,大兴安岭,黑龙江,黑龙江
新林区,新林,xinlinqu,xinlin,大兴安岭地区,大兴安岭,黑龙江,黑龙江
德惠市,德惠,dehuishi,dehui,长春市,长春市,吉林,吉林
兰陵县,兰陵县,cangshanxian,cangshan,临沂市,临沂市,山东,山东
西市区,西市,xishiqu,xishi,营口市,营口市,辽宁,辽宁
温岭市,温岭,wenlingshi,wenling,台州市,台州市,浙江,浙江
沙坡头区,沙坡头,shapotouqu,shapotou,中卫市,中卫市,宁夏,宁夏
洪湖,洪湖,honghu,honghu,荆州市,荆州市,湖北,湖北
阜康市,阜康,fukangshi,fukang,昌吉回族自治州,昌吉回族自治州,新疆,新疆
阿图什市,阿图什,atushishi,atushi,克孜勒苏柯尔克孜自治州,克孜勒苏柯尔克孜自治州,新疆,新疆
昭苏县,昭苏,zhaosuxian,zhaosu,伊犁哈萨克自治州,伊犁哈萨克自治州,新疆,新疆
图木舒克市,图木舒克,tumushukeshi,tumushuke,图木舒克市,图木舒克市,新疆,新疆
裕民县,裕民,yuminxian,yumin,塔城地区,塔城,新疆,新疆
托克逊县,托克逊,tuokexunxian,tuokexun,吐鲁番市,吐鲁番市,新疆,新疆
博望区,博望,bowangqu,bowang,马鞍山市,马鞍山市,安徽,安徽
庆云县,庆云,qingyunxian,qingyun,德州市,德州市,山东,山东
建华区,建华,jianhuaqu,jianhua,齐齐哈尔市,齐齐哈尔市,黑龙江,黑龙江
布尔津县,布尔津,buerjinxian,buerjin,阿勒泰地区,阿勒泰,新疆,新疆
泰山区,泰山,taishanqu,taishan,泰安市,泰安市,山东,山东
溪湖区,溪湖,xihuqu,xihu,本溪市,本溪市,辽宁,辽宁
陕州区,陕州,shanzhouqu,shanzhou,三门峡市,三门峡市,河南,河南
嵊泗县,嵊泗,shengsixian,shengsi,舟山市,舟山市,浙江,浙江
大邑县,大邑,dayixian,dayi,成都市,成都市,四川,四川
稷山县,稷山,jishanxian,jishan,运城市,运城市,山西,山西
蔡甸区,蔡甸,caidianqu,caidian,武汉市,武汉市,湖北,湖北
扶余市,扶余,fuyuxian,fuyu,松原市,松原市,吉林,吉林
多伦县,多伦,duolunxian,duolun,锡林郭勒盟,锡林郭勒盟,内蒙古,内蒙古
衢州,衢州,quzhou,quzhou,衢州市,衢州市,浙江,浙江
宁化县,宁化,ninghuaxian,ninghua,三明市,三明市,福建,福建
普陀区,普陀,putuoqu,putuo,上海市,上海市,上海,上海
鸡泽县,鸡泽,jizexian,jize,邯郸市,邯郸市,河北,河北
雁山区,雁山,yanshanqu,yanshan,桂林市,桂林市,广西,广西
青羊区,青羊,qingyangqu,qingyang,成都市,成都市,四川,四川
宁武县,宁武,ningwuxian,ningwu,忻州市,忻州市,山西,山西
武汉,武汉,wuhan,wuhan,武汉市,武汉市,湖北,湖北
遂平县,遂平,suipingxian,suiping,驻马店市,驻马店市,河南,河南
铜仁市,铜仁,tongrenshi,tongren,铜仁市,铜仁市,贵州,贵州
金牛区,金牛,jinniuqu,jinniu,成都市,成都市,四川,四川
乌兰县,乌兰,wulanxian,wulan,海西蒙古族藏族自治州,海西蒙古族藏族自治州,青海,青海
松溪县,松溪,songxixian,songxi,南平市,南平市,福建,福建
邵阳市,邵阳,shaoyangshi,shaoyang,邵阳市,邵阳市,湖南,湖南
晋安区,晋安,jinanqu,jinan,福州市,福州市,福建,福建
格尔木市,格尔木,geermushi,geermu,海西蒙古族藏族自治州,海西蒙古族藏族自治州,青海,青海
察隅县,察隅,chayuxian,chayu,林芝市,林芝市,西藏,西藏
峨山彝族自治县,峨山彝族,eshanyizuzizhixian,eshanyizu,玉溪市,玉溪市,云南,云南
吴堡县,吴堡,wubaoxian,wubao,榆林市,榆林市,陕西,陕西
吉隆县,吉隆,jilongxian,jilong,日喀则市,日喀则市,西藏,西藏
怀安县,怀安,huaianxian,huaian,张家口市,张家口市,河北,河北
河津市,河津,hejinshi,hejin,运城市,运城市,山西,山西
达坂城区,达坂城,dabanchengqu,dabancheng,乌鲁木齐市,乌鲁木齐市,新疆,新疆
萨嘎县,萨嘎,sagaxian,saga,日喀则市,日喀则市,西藏,西藏
乡宁县,乡宁,xiangningxian,xiangning,临汾市,临汾市,山西,山西
铁东区,铁东,tiedongqu,tiedong,鞍山市,鞍山市,辽宁,辽宁
玉泉区,玉泉,yuquanqu,yuquan,呼和浩特市,呼和浩特市,内蒙古,内蒙古
德城区,德城,dechengqu,decheng,德州市,德州市,山东,山东
南开区,南开,nankaiqu,nankai,天津市,天津市,天津,天津
裕华区,裕华,yuhuaqu,yuhua,石家庄市,石家庄市,河北,河北
仁化县,仁化,renhuaxian,renhua,韶关市,韶关市,广东,广东
新城区,新城,xinchengqu,xincheng,西安市,西安市,陕西,陕西
秀英区,秀英,xiuyingqu,xiuying,海口市,海口市,海南,海南
城子河区,城子河,chengzihequ,chengzihe,鸡西市,鸡西市,黑龙江,黑龙江
下城区,下城,xiachengqu,xiacheng,杭州市,杭州市,浙江,浙江
梅江区,梅江,meijiangqu,meijiang,梅州市,梅州市,广东,广东
雁塔区,雁塔,yantaqu,yanta,西安市,西安市,陕西,陕西
新邱区,新邱,xinqiuqu,xinqiu,阜新市,阜新市,辽宁,辽宁
宏伟区,宏伟,hongweiqu,hongwei,辽阳市,辽阳市,辽宁,辽宁
城区,城区,chengqu,chengqu,长治市,长治市,山西,山西
长洲区,长洲,changzhouqu,changzhou,梧州市,梧州市,广西,广西
贵德县,贵德,guidexian,guide,海南藏族自治州,海南藏族自治州,青海,青海
秦淮区,秦淮区,baixiaqu,baixia,南京市,南京市,江苏,江苏
咸丰县,咸丰,xianfengxian,xianfeng,恩施土家族苗族自治州,恩施土家族苗族自治州,湖北,湖北
七星区,七星,qixingqu,qixing,桂林市,桂林市,广西,广西
五莲县,五莲,wulianxian,wulian,日照市,日照市,山东,山东
北塔区,北塔,beitaqu,beita,邵阳市,邵阳市,湖南,湖南
印台区,印台,yintaiqu,yintai,铜川市,铜川市,陕西,陕西
定结县,定结,dingjiexian,dingjie,日喀则市,日喀则市,西藏,西藏
临颍县,临颍,linyingxian,linying,漯河市,漯河市,河南,河南
称多县,称多,chenduoxian,chenduo,玉树藏族自治州,玉树藏族自治州,青海,青海
鄂托克前旗,鄂托克前旗,etuokeqianqi,etuokeqianqi,鄂尔多斯市,鄂尔多斯市,内蒙古,内蒙古
莱州,莱州,laizhou,laizhou,烟台市,烟台市,山东,山东
明溪县,明溪,mingxixian,mingxi,三明市,三明市,福建,福建
和林格尔县,和林格尔,helingeerxian,helingeer,呼和浩特市,呼和浩特市,内蒙古,内蒙古
获嘉县,获嘉,huojiaxian,huojia,新乡市,新乡市,河南,河南
云梦县,云梦,yunmengxian,yunmeng,孝感市,孝感市,湖北,湖北
柘荣县,柘荣,zherongxian,zherong,宁德市,宁德市,福建,福建
江源区,江源,jiangyuanqu,jiangyuan,白山市,白山市,吉林,吉林
道里区,道里,daoliqu,daoli,哈尔滨市,哈尔滨市,黑龙江,黑龙江
祁县,祁县,qixian,qixian,晋中市,晋中市,山西,山西
吐鲁番,吐鲁番,tulufan,tulufan,吐鲁番市,吐鲁番,新疆,新疆
阳西县,阳西,yangxixian,yangxi,阳江市,阳江市,广东,广东
索县,索县,suoxian,suoxian,那曲地区,那曲,西藏,西藏
云和县,云和,yunhexian,yunhe,丽水市,丽水市,浙江,浙江
武夷山市,武夷山,wuyishanshi,wuyishan,南平市,南平市,福建,福建
崇安区,崇安,chonganqu,chongan,无锡市,无锡市,江苏,江苏
信丰县,信丰,xinfengxian,xinfeng,赣州市,赣州市,江西,江西
海沧区,海沧,haicangqu,haicang,厦门市,厦门市,福建,福建
淮安市,淮安,huaianshi,huaian,淮安市,淮安市,江苏,江苏
灵宝市,灵宝,lingbaoshi,lingbao,三门峡市,三门峡市,河南,河南
华坪县,华坪,huapingxian,huaping,丽江市,丽江市,云南,云南
奉化市,奉化,fenghuaqu,fenghua,宁波市,宁波市,浙江,浙江
花山区,花山,huashanqu,huashan,马鞍山市,马鞍山市,安徽,安徽
措勤县,措勤,cuoqinxian,cuoqin,阿里地区,阿里,西藏,西藏
武侯区,武侯,wuhouqu,wuhou,成都市,成都市,四川,四川
济阳县,济阳,jiyangxian,jiyang,济南市,济南市,山东,山东
江北区,江北,jiangbeiqu,jiangbei,重庆市,重庆市,重庆,重庆
