zstate1,zcity3,推理,省,市全称,市简称,区全称,区简称,翻译过程,province,province_clean,city,cityshort,town,townshort,provinceshortname,provincename,cityname,cityshortname,citypinyin,cityshortpinyin,provincepinyin,11
qinghai,xining,qinghai指青海。xining指青海的西宁市，西宁市是地级行政区，全称西宁市，简称西宁。输入没有提供地区名，填充为null。,青海,西宁市,西宁,null,null,青海拼音qinghai，西宁市拼音xiningshi，西宁拼音xining，null非中文返回null，null非中文返回null,qinghai,qinghai,xiningshi,xining,null,null,青海省,青海,西宁市,西宁,xiningshi,Xining,Qinghai,
henan,xinxiang,henan指河南。xinxiang指河南的新乡市，新乡市是地级行政区，全称新乡市，简称新乡。输入没有提供地区名，填充为null。,河南,新乡市,新乡,null,null,河南拼音henan，新乡市拼音xinxiangshi，新乡拼音xinxiang，null非中文返回null，null非中文返回null,henan,henan,xinxiangshi,xinxiang,null,null,河南省,河南,新乡市,新乡,xinxiangshi,Xinxiang,Henan,
henan,huixian,henan指河南。huixian指河南的辉县市，辉县市所属地级行政区是新乡市，全称新乡市，简称新乡。辉县市全称辉县市，简称辉县，填充到区。,河南,新乡市,新乡,辉县市,辉县,河南拼音henan，新乡市拼音xinxiangshi，新乡拼音xinxiang，辉县市拼音huixianshi，辉县拼音huixian,henan,henan,xinxiangshi,xinxiang,huixianshi,huixian,河南省,河南,新乡市,新乡,xinxiangshi,Xinxiang,Henan,
henan,huojia,henan指河南。huojia指河南的获嘉县，获嘉县是县级行政区，所属地级行政区是新乡市，全称新乡市，简称新乡。获嘉县的全称是获嘉县，简称获嘉，填充到区。,河南,新乡市,新乡,获嘉县,获嘉,河南拼音henan，新乡市拼音xinxiangshi，新乡拼音xinxiang，获嘉县拼音huojia xian，获嘉拼音huojia,henan,henan,xinxiangshi,xinxiang,huojia xian,huojia,河南省,河南,新乡市,新乡,xinxiangshi,Xinxiang,Henan,
jiangsu,yangzhou,jiangsu指江苏。yangzhou指江苏的扬州市，扬州市是地级行政区，全称扬州市，简称扬州。输入没有提供地区名，填充为null。,江苏,扬州市,扬州,null,null,江苏拼音jiangsū，扬州市拼音yangzhoushi，扬州拼音yangzhou，null非中文返回null，null非中文返回null,jiangsū,jiangsū,yangzhoushi,yangzhou,null,null,江苏省,江苏,扬州市,扬州,yangzhoushi,Yangzhou,Jiangsu,
jiangsu,wangxiang,jiangsu指江苏。wangxiang指江苏扬州市的江都区的王巷村，所属地级行政是扬州市，全称扬州市，简称扬州。王巷村所在的江都区，全称江都区，简称江都，填充到区。,江苏,扬州市,扬州,江都区,江都,江苏拼音jiangsu，扬州市拼音yangzhoushi，扬州拼音yangzhou，江都区拼音jiangduqu，江都拼音jiangdu,jiangsu,jiangsu,yangzhoushi,yangzhou,jiangduqu,jiangdu,江苏省,江苏,扬州市,扬州,yangzhoushi,Yangzhou,Jiangsu,
sichuan,cuiping district,sichuan指四川。cuiping district指四川的翠屏区，所属地级行政是宜宾市，全称宜宾市，简称宜宾。翠屏区全称翠屏区，简称翠屏,四川,宜宾市,宜宾,翠屏区,翠屏,四川拼音sichuan，宜宾市拼音yibinshi，宜宾拼音yibin，翠屏区拼音cuipingqu，翠屏拼音cuiping,sichuan,sichuan,yibinshi,yibin,cuipingqu,cuiping,四川省,四川,宜宾市,宜宾,yibinshi,Yibin,Sichuan,
hubei,wufeng tujiazu aut county,hubei指湖北。wufeng tujiazu aut county指湖北的五峰土家族自治县，所属地级行政区是宜昌市，全称宜昌市，简称宜昌。五峰土家族自治县全称五峰土家族自治县，简称五峰，填充到区。,湖北,宜昌市,宜昌,五峰土家族自治县,五峰,湖北拼音hubei，宜昌市拼音yichangshi，宜昌拼音yichang，五峰土家族自治县拼音wufeng tujiazuzizhixian，五峰拼音wufeng,hubei,hubei,yichangshi,yichang,wufeng tujiazuzizhixian,wufeng,湖北省,湖北,宜昌市,宜昌,yichangshi,Yichang,Hubei,
hubei,wujiaxi,hubei指湖北。wujiaxi指湖北的伍家岗区，所属地级行政是宜昌市，全称宜昌市，简称宜昌。伍家岗区全称伍家岗区，简称伍家岗,湖北,宜昌市,宜昌,伍家岗区,伍家岗,湖北拼音hubei，宜昌市拼音yichangshi，宜昌拼音yichang，伍家岗区拼音wujjiagangqu，伍家岗拼音wujjiagang,hubei,hubei,yichangshi,yichang,wujjiagangqu,wujjiagang,湖北省,湖北,宜昌市,宜昌,yichangshi,Yichang,Hubei,
xinjiang uygur,kekedala,xinjiang uygur指新疆维吾尔自治区。kekedala指新疆的可克达拉市，可克达拉市是县级市，所属地级行政区是伊犁哈萨克自治州，全称伊犁哈萨克自治州，简称伊犁。可克达拉市全称可克达拉市，简称可克达拉，填充到区。,新疆维吾尔自治区,伊犁哈萨克自治州,伊犁,可克达拉市,可克达拉,新疆维吾尔自治区拼音xinjiangweiwuerzizhiqu，伊犁哈萨克自治州的犁是多音字，用于该地名通常念yi，所以伊犁哈萨克自治州拼音yilihasakezizhizhou，伊犁拼音yili，可克达拉市拼音kekedalashi，可克达拉拼音kekedala,xinjiangweiwuerzizhiqu,xinjiang,yilihasakezizhizhou,yili,kekedalashi,kekedala,新疆维吾尔自治区,新疆,伊犁哈萨克自治州,伊犁,yilihasakezizhizhou,Ili,Xinjiang,
ningxia hui,xixia district,ningxia hui指宁夏回族自治区。xixia district指宁夏银川的西夏区，所属地级行政是银川市，全称银川市，简称银川。西夏区全称西夏区，简称西夏,宁夏回族自治区,银川市,银川,西夏区,西夏,宁夏回族自治区拼音ningxiahuizuziqiqu，银川市拼音yinchuanshi，银川拼音yinchuan，西夏区拼音xixiaqu，西夏拼音xixia,ningxiahuizuziqiqu,ningxiahuizuziqiqu,yinchuanshi,yinchuan,xixiaqu,xixia,宁夏回族自治区,宁夏,银川市,银川,yinchuanshi,Yinchuan,Ningxia,
liaoning,zhanqian district,liaoning指辽宁。zhanqian district指辽宁营口的站前区，所属地级行政是营口市，全称营口市，简称营口。站前区全称站前区，简称站前,辽宁,营口市,营口,站前区,站前,辽宁拼音liaoning，营口市拼音yingkoushi，营口拼音yingkou，站前区拼音zhanqianqu，站前拼音zhanqian,liaoning,liaoning,yingkoushi,yingkou,zhanqianqu,zhanqian,辽宁省,辽宁,营口市,营口,yingkoushi,Yingkou,Liaoning,
jiangxi,yingtan,jiangxi指江西。yingtan指江西的鹰潭市，鹰潭市是地级行政区，全称鹰潭市，简称鹰潭。输入没有提供地区名，填充为null。,江西,鹰潭市,鹰潭,null,null,江西拼音jiangxi，鹰潭市拼音yingtanshi，鹰潭拼音yingtan，null非中文返回null，null非中文返回null,jiangxi,jiangxi,yingtanshi,yingtan,null,null,江西省,江西,鹰潭市,鹰潭,yingtanshi,Yingtan,Jiangxi,
hunan,lingling district,hunan指湖南。lingling district指湖南永州的零陵区，所属地级行政是永州市，全称永州市，简称永州。零陵区全称零陵区，简称零陵,湖南,永州市,永州,零陵区,零陵,湖南拼音hunan，永州市拼音yongzhoushi，永州拼音yongzhou，零陵区拼音linglingqu，零陵拼音lingling,hunan,hunan,yongzhoushi,yongzhou,linglingqu,lingling,湖南省,湖南,永州市,永州,yongzhoushi,Yongzhou,Hunan,
hunan,yueyang county,hunan指湖南。yueyang county指湖南的岳阳县，岳阳县所属地级行政区是岳阳市，全称岳阳市，简称岳阳。岳阳县全称岳阳县，简称岳阳，填充到区。,湖南,岳阳市,岳阳,岳阳县,岳阳,湖南拼音hunan，岳阳市拼音yueyangshi，岳阳拼音yueyang，岳阳县拼音yueyangxian，岳阳拼音yueyang,hunan,hunan,yueyangshi,yueyang,yueyangxian,yueyang,湖南省,湖南,岳阳市,岳阳,yueyangshi,Yueyang,Hunan,
shanxi,yaomiao town,shanxi指山西。yaomiao town指山西运城的姚孟街道，所属地级行政是运城市，全称运城市，简称运城。姚孟街道所属的区为盐湖区，全称盐湖区，简称盐湖,山西,运城市,运城,盐湖区,盐湖,山西拼音shanxi，运城市拼音yunchengshi，运城拼音yuncheng，盐湖区拼音yanhuqu，盐湖拼音yanhu,shanxi,shanxi,yunchengshi,yuncheng,yanhuqu,yanhu,山西省,山西,运城市,运城,yunchengshi,Yuncheng,Shanxi,
shanxi,jiang county,shanxi指山西。jiang county指山西的绛县，绛县是县级行政区，所属地级行政区是运城市，全称运城市，简称运城。绛县全称绛县，简称绛县，填充到区。,山西,运城市,运城,绛县,绛县,山西拼音shanxi，运城市拼音yunchengshi，运城拼音yuncheng，绛县拼音jiangxian，绛县拼音jiangxian,shanxi,shanxi,yunchengshi,yuncheng,jiangxian,jiangxian,山西省,山西,运城市,运城,yunchengshi,Yuncheng,Shanxi,
shaanxi,ruicheng,shaanxi指陕西。ruicheng指山西的芮城县，芮城县所属地级行政区是运城市，全称运城市，简称运城。芮城县全称芮城县，简称芮城，填充到区。,陕西,运城市,运城,芮城县,芮城,陕西拼音shanxi，运城市拼音yunchengshi，运城拼音yuncheng，芮城县拼音ruichengxian，芮城拼音ruicheng,shanxi,shanxi,yunchengshi,yuncheng,ruichengxian,ruicheng,山西省,山西,运城市,运城,yunchengshi,Yuncheng,Shanxi,
shandong,shizhong district,shandong指山东。shizhong district指山东枣庄的市中区，所属地级行政是枣庄市，全称枣庄市，简称枣庄。市中区全称市中区，简称市中,山东,枣庄市,枣庄,市中区,市中,山东拼音shandong，枣庄市拼音zaozhuangshi，枣庄拼音zaozhuang，市中区拼音shizhongqu，市中拼音shizhong,shandong,shandong,zaozhuangshi,zaozhuang,shizhongqu,shizhong,山东省,山东,枣庄市,枣庄,zaozhuangshi,Zaozhuang,Shandong,
fujian,changtai district,fujian指福建。changtai district指福建漳州的长泰区，所属地级行政是漳州市，全称漳州市，简称漳州。长泰区全称长泰区，简称长泰,福建,漳州市,漳州,长泰区,长泰,福建拼音fujian，漳州市拼音zhangzhoushi，漳州拼音zhangzhou，长泰区拼音changtaiqu，长泰拼音changtai,fujian,fujian,zhangzhoushi,zhangzhou,changtaiqu,changtai,福建省,福建,漳州市,漳州,zhangzhoushi,Zhangzhou,Fujian,
guangdong,gaoyao district,guangdong指广东。gaoyao district指广东肇庆的高要区，所属地级行政是肇庆市，全称肇庆市，简称肇庆。高要区全称高要区，简称高要,广东,肇庆市,肇庆,高要区,高要,广东拼音guangdong，肇庆市拼音zhaoqingshi，肇庆拼音zhaoqing，高要区拼音gaoyaoqu，高要拼音gaoyao,guangdong,guangdong,zhaoqingshi,zhaoqing,gaoyaoqu,gaoyao,广东省,广东,肇庆市,肇庆,zhaoqingshi,Zhaoqing,Guangdong,
henan,xinzheng,henan指河南。xinzheng是指河南的新郑市，新郑市是县级市，所属地级行政区是郑州市，全称郑州市，简称郑州。新郑市全称新郑市，简称新郑，填充到区。,河南,郑州市,郑州,新郑市,新郑,河南拼音henan，郑州市拼音zhengzhoushi，郑州拼音zhengzhou，新郑市拼音xinzhengshi，新郑拼音xinzheng,henan,henan,zhengzhoushi,zhengzhou,xinzhengshi,xinzheng,河南省,河南,郑州市,郑州,zhengzhoushi,Zhengzhou,Henan,
henan,zhengzhou,henan指河南。zhengzhou指河南的郑州市，郑州市是地级行政区，全称郑州市，简称郑州。输入没有提供地区名，填充为null,河南,郑州市,郑州,null,null,河南拼音henan，郑州市拼音zhengzhoushi，郑州拼音zhengzhou，null非中文返回null，null非中文返回null,henan,henan,zhengzhoushi,zhengzhou,null,null,河南省,河南,郑州市,郑州,zhengzhoushi,Zhengzhou,Henan,
henan,zhongmu county,henan指河南。zhongmu county指河南的中牟县，中牟县所属地级行政区是郑州市，全称郑州市，简称郑州。中牟县全称中牟县，简称中牟，填充到区。,河南,郑州市,郑州,中牟县,中牟,河南拼音henan，郑州市拼音zhengzhoushi，郑州拼音zhengzhou，中牟县拼音zhongmouxian，中牟拼音zhongmu,henan,henan,zhengzhoushi,zhengzhou,zhongmouxian,zhongmu,河南省,河南,郑州市,郑州,zhengzhoushi,Zhengzhou,Henan,
henan,guancheng hui district,henan指河南。guancheng hui district指河南郑州的管城回族区，所属地级行政是郑州市，全称郑州市，简称郑州。管城回族区的全称是管城回族区，简称管城,河南,郑州市,郑州,管城回族区,管城,河南拼音henan，郑州市拼音zhengzhoushi，郑州拼音zhengzhou，管城回族区拼音guanchenghuizuqu，管城拼音guancheng,henan,henan,zhengzhoushi,zhengzhou,guanchenghuizuqu,guancheng,河南省,河南,郑州市,郑州,zhengzhoushi,Zhengzhou,Henan,
chongqing,sanhe subdistrict,chongqing指重庆。sanhe subdistrict指重庆的三合街道，三合街道隶属于丰都县，丰都县所属地级行政区是重庆市，全称重庆市，简称重庆。三合街道所在的县是丰都县，全称丰都县，简称丰都，填充到区。,重庆,重庆市,重庆,丰都县,丰都,重庆拼音chongqing，重庆市拼音chongqingshi，重庆拼音chongqing，丰都县拼音fengduxian，丰都拼音fengdu,chongqing,chongqing,chongqingshi,chongqing,fengduxian,fengdu,重庆市,重庆,重庆市,重庆,zhongqingshi,Chongqing,Chongqing,
chongqing,jiangbei district,chongqing指重庆。jiangbei district指重庆的江北区，全称江北区，简称江北,重庆,重庆市,重庆,江北区,江北,重庆拼音chongqing，重庆市拼音chongqingshi，重庆拼音chongqing，江北区拼音jiangbeiqu，江北拼音jiangbei,chongqing,chongqing,chongqingshi,chongqing,jiangbeiqu,jiangbei,重庆市,重庆,重庆市,重庆,zhongqingshi,Chongqing,Chongqing,
chongqing,jiulongpo district,chongqing指重庆。jiulongpo district指重庆的九龙坡区，全称九龙坡区，简称九龙坡,重庆,重庆市,重庆,九龙坡区,九龙坡,重庆拼音chongqing，重庆市拼音chongqingshi，重庆拼音chongqing，九龙坡区拼音jiulongpoqu，九龙坡拼音jiulongpo,chongqing,chongqing,chongqingshi,chongqing,jiulongpoqu,jiulongpo,重庆市,重庆,重庆市,重庆,zhongqingshi,Chongqing,Chongqing,
henan,yu an district,henan指河南。yu an district指河南周口的川汇区，所属地级行政是周口市，全称周口市，简称周口。川汇区全称川汇区，简称川汇,河南,周口市,周口,川汇区,川汇,河南拼音henan，周口市拼音zhoukoushi，周口拼音zhoukou，川汇区拼音chuanhuiqu，川汇拼音chuanhui,henan,henan,zhoukoushi,zhoukou,chuanhuiqu,chuanhui,河南省,河南,周口市,周口,zhoukoushi,Zhoukou,Henan,
henan,jishui neighborhood,henan指河南。jishui neighborhood指河南驻马店的集水街道，所属地级行政是驻马店市，全称驻马店市，简称驻马店。集水街道无法确定具体对应区，省和市都返回原输入，null填充到区。,河南,驻马店市,驻马店,null,null,河南拼音henan，驻马店市拼音zhumadianshi，驻马店拼音zhumadian，null非中文返回null，null非中文返回null,henan,henan,zhumadianshi,zhumadian,null,null,河南省,河南,驻马店市,驻马店,zhumadianshi,Zhumadian,Henan,
hunan,zhuzhou,hunan指湖南。zhuzhou指湖南的株洲市，株洲市是地级行政区，全称株洲市，简称株洲。输入没有提供地区名，填充为null,湖南,株洲市,株洲,null,null,湖南拼音hunan，株洲市拼音zhuzhoushi，株洲拼音zhuzhou，null非中文返回null，null非中文返回null,hunan,hunan,zhuzhoushi,zhuzhou,null,null,湖南省,湖南,株洲市,株洲,zhuzhoushi,Zhuzhou,Hunan,
hunan,lusong district,hunan指湖南。lusong district指湖南株洲的芦淞区，所属地级行政是株洲市，全称株洲市，简称株洲。芦淞区全称芦淞区，简称芦淞,湖南,株洲市,株洲,芦淞区,芦淞,湖南拼音hunan，株洲市拼音zhuzhoushi，株洲拼音zhuzhou，芦淞区拼音lusongqu，芦淞拼音lusong,hunan,hunan,zhuzhoushi,zhuzhou,lusongqu,lusong,湖南省,湖南,株洲市,株洲,zhuzhoushi,Zhuzhou,Hunan,
hunan,hetang district,hunan指湖南。hetang district指湖南株洲的荷塘区，所属地级行政是株洲市，全称株洲市，简称株洲。荷塘区全称荷塘区，简称荷塘,湖南,株洲市,株洲,荷塘区,荷塘,湖南拼音húnán，株洲市拼音zhuzhoushi，株洲拼音zhuzhou，荷塘区拼音hetangqu，荷塘拼音hetang,húnán,húnán,zhuzhoushi,zhuzhou,hetangqu,hetang,湖南省,湖南,株洲市,株洲,zhuzhoushi,Zhuzhou,Hunan,
shandong,zhangdian district,shandong指山东。zhangdian district指山东淄博的张店区，所属地级行政是淄博市，全称淄博市，简称淄博。张店区全称张店区，简称张店,山东,淄博市,淄博,张店区,张店,山东拼音shandong，淄博市拼音ziboshi，淄博拼音zibo，张店区拼音zhangdianqu，张店拼音zhangdian,shandong,shandong,ziboshi,zibo,zhangdianqu,zhangdian,山东省,山东,淄博市,淄博,ziboshi,Zibo,Shandong,
sichuan,maixi township,sichuan指四川。maixi township指四川的的麦溪乡，麦溪乡隶属于阿坝藏族羌族自治州若尔盖县，若尔盖县所属地级行政区是阿坝藏族羌族自治州，全称阿坝藏族羌族自治州，简称阿坝。麦溪乡的全称是麦溪乡，简称麦溪，填充到区。,四川,阿坝藏族羌族自治州,阿坝,麦溪乡,麦溪,四川拼音sichuan，阿坝藏族羌族自治州拼音abazangzuyiqiangzuzizhizhou，阿坝拼音aba，麦溪乡拼音maixixiang，麦溪拼音maixi,sichuan,sichuan,abazangzuyiqiangzuzizhizhou,aba,maixixiang,maixi,四川省,四川,阿坝藏族羌族自治州,阿坝,abacangzuqiangzuzizhizhou,Aba,Sichuan,
